Index,Domain,Subdomain_Level,Url_Length,Url_Depth,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Path_Length,Query_Length,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding,Label
12343,i.violationspage.validationspege.workers.dev,1,52,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12344,bancaporlnternetlnterbarnk.libertycanais.com.br,1,61,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12345,im-creator.com,1,42,3,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12346,im-creator.com,1,35,3,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12347,sp39987.sitebeat.site,1,29,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12348,sites.google.com,1,46,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12349,sites.google.com,1,49,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12350,sites.google.com,1,47,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12351,mjaymurly2vtymvymjiyn3ro.filesusr.com,1,122,2,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,30,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12352,182.73.136.210,1,22,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12353,houseofscotland.com.au,1,45,1,0,0,1,0,0,1,0,0,3,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12354,sites.google.com,1,49,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12355,job-type.com,1,58,4,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,38,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
12356,vk.com,1,83,1,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,1,9,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12357,i.violationspage.validationspege.workers.dev,1,53,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12358,sites.google.com,1,45,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12359,sites.google.com,1,48,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12360,okpwtu.webwave.dev,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12361,marketplace-axieinfinity.io,1,36,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
12362,sidneyfcuorg.freshy.site,1,33,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
12363,cryptocarsme.com,1,26,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12364,sites.google.com,1,49,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12365,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12366,sites.google.com,1,49,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12367,sites.google.com,1,49,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12368,sites.google.com,1,63,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12369,brooksprime.top,1,55,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12370,kasba.in,1,48,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12371,hangovertest1.blogspot.com,1,54,3,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,7,20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12372,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12373,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12374,sites.google.com,1,50,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12375,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12376,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12377,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12378,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12379,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12380,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12381,brooksshopsft.top,1,57,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12382,brooksrunshoeshopping.top,1,65,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12383,brooksnewsports.top,1,59,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12384,sites.google.com,1,49,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12385,docs.google.com,1,113,5,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,8,76,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12386,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12387,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12388,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12389,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12390,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12391,docs.google.com,1,99,5,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12392,marketplaceaxieinfiniity.com,1,41,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12393,m.recovery.saftypageupdate.workers.dev,1,47,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12394,m.protc.safty-pege.workers.dev,1,39,0,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12395,himbauane.blogspot.com,1,31,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12396,sites.google.com,1,48,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12397,rev.sfr.net.gghost.ru,1,29,0,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12398,zpr.io,1,27,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12399,qsh74pekkv5e8.clickfunnels.com,1,57,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12400,qsh74pekkv5e8.clickfunnels.com,1,52,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12401,demo2.cloudwp.dev,1,49,3,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,5,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12402,prepaid-leboncoin.fr,1,60,3,0,0,0,0,0,1,0,0,2,1,2,0,1,0,0,0,32,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
12403,tecmachine.com.br,1,69,5,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,1,45,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12404,tecmachine.com.br,1,60,4,0,0,1,0,0,1,0,0,5,0,0,0,1,0,0,1,36,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12405,tr.cloudmagic.com,1,240,9,0,0,0,0,1,1,0,0,4,0,1,0,1,0,0,114,184,30,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
12406,tr.cloudmagic.com,1,240,9,0,0,0,0,1,1,0,0,4,0,1,0,1,0,0,109,184,30,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
12407,sites.google.com,1,54,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12408,sites.google.com,1,51,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12409,lnkd.in,1,23,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12410,simpkk.karanganyarkab.go.id,1,39,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12411,amreeth.github.io,1,34,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12412,baritasonte.blogspot.com,1,37,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12413,im-creator.com,1,50,3,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12414,a.insecurpage.recovery-safty.workers.dev,1,48,0,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12415,sites.google.com,1,50,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12416,hellenic-postbank.com,1,30,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12417,sunnylandingpages.com,1,70,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,15,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12418,sites.google.com,1,56,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12419,sites.google.com,1,50,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12420,im-creator.com,1,46,3,0,0,1,0,1,1,0,0,2,1,1,0,1,0,0,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12421,qhj39hfxqftr.clickfunnels.com,1,51,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12422,qhj39hfxqftr.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12423,de22c9kukppr.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12424,9ftytucsh4ph.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12425,4w8bmmjcw86e.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12426,9ftytucsh4ph.clickfunnels.com,1,51,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12427,ahhhh.pe.kr,1,78,3,1,0,1,0,0,1,0,0,6,0,0,0,1,0,0,12,22,37,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12428,9ftytucsh4ph.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12429,9ftytucsh4ph.clickfunnels.com,1,51,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12430,koji.to,1,27,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12431,withkoji.com,1,33,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12432,help.insecur.saftyalert.workers.dev,1,44,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12433,oiazeiuiazolme.blogspot.com,1,40,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12434,yma1ll0g0n.odoo.com,1,28,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12435,maya.in.ua,1,81,7,0,0,0,0,0,1,0,0,2,0,2,1,1,0,0,17,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12436,e63q45f9h5fr.clickfunnels.com,1,51,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12437,e63q45f9h5fr.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12438,sites.google.com,1,56,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12439,href.li,1,42,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,1,25,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
12440,e63q45f9h5fr.clickfunnels.com,1,51,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12441,de22c9kukppr.clickfunnels.com,1,51,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12442,de22c9kukppr.clickfunnels.com,1,56,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12443,b059c86968a6427389952025bcee9886.svc.dynamics.com,1,151,4,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,41,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12444,sefonta.blogspot.com,1,33,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12445,pvr0k.csb.app,1,52,1,1,0,0,0,1,1,0,0,4,0,0,0,1,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12446,mfacebook.blogspot.rs,1,33,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
12447,reikreitel.blogspot.com,1,36,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12448,sites.google.com,1,50,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12449,sites.google.com,1,50,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12450,reg.chaindaohang.com,1,90,6,0,0,1,0,1,1,0,0,3,0,0,0,2,1,0,10,40,22,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12451,desejoourocard.com.br,1,220,2,0,0,0,0,0,1,0,0,2,0,15,1,4,3,0,22,15,175,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12452,anhduongjsc.com,1,106,8,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,66,16,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12453,anhduongjsc.com,1,89,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,66,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12454,anhduongjsc.com,1,91,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,68,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12455,anhduongjsc.com,1,90,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,67,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12456,cryptocar.biz,1,26,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12457,cryptocarspro.com,1,30,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12458,solatresont.blogspot.com,1,37,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12459,eleoelswka.blogspot.com,1,38,0,0,0,0,0,1,1,0,0,2,0,0,0,2,1,1,2,1,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12460,cryptoplanes.top,1,29,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12461,cryptoplanes.top,1,28,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12462,soufatanse.blogspot.com,1,36,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12463,exch.quantserve.com,1,812,1,0,0,0,0,1,1,0,0,12,0,19,0,11,10,0,75,2,782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12464,ualsemantic.dualsemantics.net,1,73,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,12,1,34,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12465,ualsemantic.dualsemantics.net,1,73,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,12,1,34,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12466,reg-3da7f.web.app,1,51,0,1,0,0,0,1,1,0,0,4,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12467,withkoji.com,1,32,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12468,sites.google.com,1,46,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12469,procservautomatizacion.com,1,35,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12470,procservautomatizacion.com,1,34,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12471,sites.google.com,1,55,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12472,stage.vannaryfowler.com,1,57,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12473,stage.vannaryfowler.com,1,56,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12474,withkoji.com,1,31,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12475,arub-service.org,1,90,3,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,23,62,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12476,arub-service.org,1,90,3,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,23,62,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12477,arub-service.org,1,88,3,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,23,60,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12478,arub-service.org,1,90,3,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,22,62,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12479,arub-service.org,1,91,3,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,22,63,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12480,fredsamasont.blogspot.com,1,38,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12481,vr-banking-app.de,1,45,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,16,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
12482,koji.to,1,23,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12483,withkoji.com,1,29,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12484,koji.to,1,33,1,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,18,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12485,withkoji.com,1,39,1,1,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12486,support-dapps.info,1,25,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
12487,support-dapps.info,1,27,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
12488,soufsont.blogspot.com,1,30,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
12489,withkoji.com,1,32,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12490,179.48.65.130,1,21,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12491,a0570626.xsph.ru,1,39,2,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,7,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12492,thefoodmantra.in,1,43,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12493,satay-secur.reconfimations.pagedisabled.workers.dev,1,60,0,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12494,gmailposteingangi.de,1,29,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12495,gmailposteingangi.de,1,28,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
12496,m.recovery.safetyacount.workers.dev,1,44,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12497,fi.uy,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
12498,cp.digitalprocurements.co.uk,1,86,4,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,22,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12499,tipografieonline.ro,1,28,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12500,soufsont.blogspot.com,1,34,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
