Index,Domain,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
37612,2150437.sites.myregisteredsite.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37613,assil.fr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37614,compteclient.net63.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37615,mehrsgroup.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37616,timlefeuvre.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37617,e.pa.ypal.help.sec.us-login-cgi.bin.resolution.security.center.submit.disbitch264599nhpp.cesar.estudiomadrid.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37618,geovannihernandez.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37619,cestchic.com.ar,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37620,homeaway.com.365designers.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37621,zsassociate.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37622,hudatimes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37623,ahrchk2.hkcolocation.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37624,e.pa.ypal.help.sec.us-login-cgi.bin.resolution.security.center.submit.disbitch264599nhpp.cesar.estudiomadrid.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37625,e.pa.ypal.help.sec.us-login-cgi.bin.resolution.security.center.submit.disbitch264599nhpp.cesar.estudiomadrid.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37626,marekpilawski.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37627,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37628,nembi.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
37629,gran-angular.net,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37630,torbat.cc,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37631,bhipglobalthai.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37632,paypal.com.cy.cgi.bin.webscr.cmd.login.f14de58cef.welcompak.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
37633,h2oiceland.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37634,laftec.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
37635,nembi.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
37636,ministrancisandomierz.pl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37637,hnkschool.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37638,cosmoagro.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37639,agmp.kz,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
37640,snack24.fr,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37641,oxsport.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37642,servi-seg.cl,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
37643,realtor.online.com.makromclub.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37644,e.pa.ypal.help.sec.us-login-cgi.bin.resolution.security.center.submit.disbitch264599nhpp.cesar.estudiomadrid.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37645,paypal.com.us.login.run.clinets.cgi-bin.webscr.confirme3583585d80a13c0ddjvxhu85d80a13c0db1f9of81463215868fid.confirmation.3dsecure.studio.dianicccp.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
37646,imediasaleskit.com,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
37647,paypal1.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37648,sossegodamamaevirtual.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37649,vistacollege.edu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37650,bradesco.saudeclassea.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37651,unitedauto.kz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37652,sacredthangkas.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37653,muliajaya.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37654,constructoravym.cl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37655,constructoravym.cl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37656,poolspa.eu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
37657,associationforsoftwaretesting.org,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37658,rurallincoln.com.ar,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37659,circometa.com,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
37660,"""www.ottawaneurosurgery.com""",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37661,pimec.e-nvia.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37662,igrejacasadabencao.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37663,TlF.mediccoin.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37664,"""castudio.my""",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37665,"""castudio.my""",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37666,kjkjyahoo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37667,jyjyyahoo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37668,us.sunbealc.tk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37669,apepa-hk.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
37670,"""www.apepa-hk.com""",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
37671,crackrocksteady.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37672,constructoravym.cl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37673,constructoravym.cl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37674,emeksizormanciftligi.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37675,haahmad.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37676,constructoravym.cl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37677,apepa-hk.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
37678,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37679,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37680,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37681,bonvoyage.in,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37682,bonvoyage.in,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37683,bonvoyage.in,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37684,constructoravym.cl,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37685,eu.diablo.net.cz.ay-login.in,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
37686,simplexlimited.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37687,"""torbat.cc""",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37688,goneva.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37689,simplexlimited.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37690,simplexlimited.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37691,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37692,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37693,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37694,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37695,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37696,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37697,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37698,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37699,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37700,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37701,laplumedelouise.fr,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37702,simplexlimited.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37703,laplumedelouise.fr,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37704,laplumedelouise.fr,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37705,ahrchk2.hkcolocation.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37706,rent-1115.cafe24.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37707,laplumedelouise.fr,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37708,laplumedelouise.fr,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37709,jyjyyahoo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37710,lzlzyahoo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37711,lzlzyahoo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37712,laplumedelouise.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37713,umraniyeingilizcekurslari.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37714,umraniyeingilizcekurslari.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37715,umraniyeingilizcekurslari.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37716,umraniyeingilizcekurslari.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37717,diete-deslabit.ro,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
37718,napnam.com.br,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
37719,intergraphica.biz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37720,paypal.com.cgi.bin.searchscr.cmd.sitewide.search.26598745369872222222369800000000000259844.siyasivideolar.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
37721,paypal.com.cgi.bin.searchscr.cmd.sitewide.search.26598745369872222222369800000000000259844.siyasivideolar.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
37722,mitchesqualo.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
37723,paypal.com.cgi.bin.searchscr.cmd.sitewide.search.26598745369872222222369800000000000259844.siyasivideolar.com,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
37724,route-savoir-faire-oisans.fr,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37725,easycashcreator.biz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37726,wellson.net76.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37727,bonvoyage.in,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37728,bonvoyage.in,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37729,intergraphica.biz,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
37730,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37731,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37732,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37733,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37734,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37735,eu.diablo.net.cz.ay-login.in,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
37736,route-savoir-faire-oisans.fr,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37737,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37738,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37739,strandoftheancients.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37740,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
37741,godboutartaporter.ca,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37742,godboutartaporter.ca,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37743,godboutartaporter.ca,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37744,godboutartaporter.ca,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37745,godboutartaporter.ca,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37746,eu.diablo.net.cz.ay-login.in,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
37747,jkkkk.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37748,ek63.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37749,hotfullvideos.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37750,"""www.111orld.com""",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37751,"""www.zzjixiang.com""",0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37752,zzjixiang.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37753,pay2confirme.powa.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37754,poolspa.eu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
37755,poolspa.eu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
37756,miniurl.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37757,clicktrend-media.com,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
37758,furielec.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37759,petruskaandras.hu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
37760,79images.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37761,c38d4944.urlbeat.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37762,gdxjabh.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37763,furielec.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37764,6b846208.urlbeat.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37765,poolspa.eu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
37766,poolspa.eu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
37767,jdcc.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37768,msg-tn.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
37769,akfjsh.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37770,eu.diablo.net.cz.ne-login.in,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
37771,mundiallogic.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37772,cs-intl.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
37773,jinxiuyuanlin.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37774,miamifl.award-program-2012a.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
37775,mrweb.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37776,vosasos.cz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37777,lopatinamarina.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37778,lopatinamarina.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37779,lopatinamarina.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37780,lopatinamarina.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37781,lopatinamarina.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37782,twocatsathome.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37783,humwatanireland.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37784,"""www.scodi.cn""",0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37785,aqtrvaz.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37786,aqtrvaz.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37787,klincz.pl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37788,njofficeol.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37789,paypal.com.update.65rth46e5rg3w1erf65gwer4g5r4g65.rg6e5rger51g3w51e5gweg12e3wf1w.g1w5e6g1t321h5h1h.rth15y1h3rzt1h5561h.1h5513zwelr5qlw5dlqw.q15frqf21er5g435g1er25g14ewg.g231g515212ewf4w5fqef.1rg45er2g1wh.omelhoranuncio.com.br,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1
37790,barrs.coolpage.biz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37791,bit.ly,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
37792,bit.ly,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
37793,tripespaillard.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37794,radiotunisienne.tn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37795,bit.ly,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
37796,zxcgzx.com,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
37797,"""www.zxcgzx.com""",0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
37798,"""huaphone.net""",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37799,tzzhibao.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37800,hrsiliconvalley.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37801,bot0x.shopper.in.th,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37802,datlon.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37803,plutosinc.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37804,santissimatrinita.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37805,rnolotok.ipby.ru,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37806,majalahperkahwinan.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37807,majalahperkahwinan.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37808,paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
37809,angelsantiques.in,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37810,floridacontinuingeducationclasses.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37811,elinel.es,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37812,hlhs1969.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37813,3dfitz.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37814,remax.axaptaalerts.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37815,paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
37816,phraepunya.ac.th,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37817,majalahperkahwinan.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37818,majalahperkahwinan.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37819,angelsantiques.in,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37820,paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
37821,update.login.confirmation.cmd.vin.data.base.id.user.256937364313.sportsmemorabiliatraders.com,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
37822,phraepunya.ac.th,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37823,bluesystems.gr,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37824,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37825,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37826,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37827,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37828,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37829,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37830,esxcc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37831,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37832,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37833,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37834,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37835,wumt.westernunion.com.cargofactsasia.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37836,paypal.com.cgi-bin.cmd.login.submit.dispatch.5885d8.c0.63663d.a0174d7b2.4a2120.a268864646.5885d8.c0.63663d.a0174d7b2.4a2120.a268864646.fhk45joei.ns13-wistee.fr,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37837,"""1366884.com""",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37838,williamsbrowninc.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37839,paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-3585d80a13c0df8.f8e2c70b-login-id-limit-1.5e2637863663d3fa0.b6ba3c73d1f94.2c78a95d883.f8e26366d0b.d7c6a85f943.f685a36478bfg9c.b870a3e45c2b97d6.97f8e2c7login-idc6bv18cmd.emails2you.com,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
37840,adidasilareduceri.ro,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
37841,elmejorvivir.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37842,usabiznes.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37843,irelectronics.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37844,usabiznes.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37845,plumbing-germiston.co.za,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
37846,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37847,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37848,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37849,antica.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37850,sh-yanmei.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
37851,"""nets.eu.dk-da.pages.verified-byvisa-konto.php-4548.com""",0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
37852,therealonlinedatinggame.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37853,therealonlinedatinggame.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37854,aolsecurity.ruta89fm.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37855,therealonlinedatinggame.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37856,aolsecurity.ruta89fm.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37857,aolsecurity.ruta89fm.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37858,plumberportedward.co.za,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37859,bluesystems.gr,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37860,confirme.your.informations.cmd.us.secured.session.paypal.com.348787qze8ds.55454545f887sd8q7d97dz.chocolate-bussiness.info,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
37861,japanauto.by,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37862,update.confirm.account.cgi-bin.information.polydefkis-photography.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37863,property.net.club63.hu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37864,scep.gr,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
37865,update.confirm.account.cgi-bin.information.polydefkis-photography.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37866,update.confirm.account.cgi-bin.information.polydefkis-photography.com,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
37867,hainanzhenlin.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37868,panpila.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
37869,paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
37870,confirme.your.informations.cmd.us.secured.session.paypal.com.348787qze8ds.55454545f887sd8q7d97dz.chocolate-bussiness.info,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
37871,pipa.triciaflanagan.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37872,majalahperkahwinan.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37873,angelsantiques.in,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
