,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
12578,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
12392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2133,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2299,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
3525,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
152,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
12746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2980,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
3101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5740,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7962,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7035,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3033,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11343,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
